run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4413, Requested 1706. Please try again in 1.19s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 4384, Requested 1713. Please try again in 970ms. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5831, Requested 1702. Please try again in 15.33s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5791, Requested 1708. Please try again in 14.99s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5766, Requested 1549. Please try again in 13.15s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5730, Requested 1688. Please try again in 14.18s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5699, Requested 1557. Please try again in 12.56s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5676, Requested 1703. Please try again in 13.79s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5650, Requested 1556. Please try again in 12.06s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5617, Requested 1710. Please try again in 13.27s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5582, Requested 1691. Please try again in 12.73s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5559, Requested 1625. Please try again in 11.84s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5524, Requested 1768. Please try again in 12.92s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5499, Requested 1771. Please try again in 12.7s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5463, Requested 1768. Please try again in 12.31s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5436, Requested 1619. Please try again in 10.55s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151258218353,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama-3.1-8b-instant` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 6000, Used 5412, Requested 1626. Please try again in 10.379999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R01_user_tweets_routing,False,wrong_tool,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'sama', got 'samaltman'"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'Tin tức AI hôm nay'"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6892, Requested 2207. Please try again in 8.2425s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6831, Requested 1900. Please try again in 5.4825s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6809, Requested 1779. Please try again in 4.41s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6772, Requested 2213. Please try again in 7.3875s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6736, Requested 1775. Please try again in 3.8325s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6691, Requested 1776. Please try again in 3.5025s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6644, Requested 1989. Please try again in 4.7475s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6622, Requested 2204. Please try again in 6.194999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6573, Requested 1908. Please try again in 3.6075s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6550, Requested 2208. Please try again in 5.685s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6516, Requested 2272. Please try again in 5.91s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6478, Requested 1842. Please try again in 2.4s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6444, Requested 1842. Please try again in 2.145s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6406, Requested 2270. Please try again in 5.07s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6376, Requested 2269. Please try again in 4.8375s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151453970402,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `qwen/qwen3.6-27b` in organization `org_01kcnaxwkgeb48zwrp59sqcpjg` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 6340, Requested 1952. Please try again in 2.19s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}"
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R01_user_tweets_routing,False,wrong_tool,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'sama', got 'SamAltman'"
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R02_search_tweets_routing,False,wrong_tool,missing_tool_call,social_search,timeline,False,False,False,missing tool call social_search; extra tool call timeline
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'tin tức AI hôm nay'"
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R06_timeframe_arg,False,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"topic: expected 'news', got 'general'"
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R07_search_type_arg,False,wrong_arg_value,missing_tool_call,social_search,timeline,False,False,False,missing tool call social_search; extra tool call timeline
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': '<function=lookup>{""query"": ""nguyên hàm của x^2"", ""topic"": ""general""}'}}"
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R09_no_tool_capability,False,unnecessary_tool,unexpected_tool_call,no_tool,clarify,False,False,False,expected no tool call
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"query: expected 'AI', got 'tin AI hôm nay'"
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,lookup|format|send,False,False,False,expected no tool call
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,M02_carryover_timeframe,True,wrong_arg_value,missing_tool_call,lookup,timeline,False,False,False,missing tool call lookup; extra tool call timeline
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,M03_correction_handle,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'karpathy', got 'Andrej Karpathy'"
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,M05_correction_limit,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 3, got 10"
v0_B_base_groq_20260729T151716898247,v0,v0+peb1c8179815b+tfd938035f130,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R01_user_tweets_routing,False,wrong_tool,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'sama', got 'samaltman'"
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'Tin tức AI hôm nay'"
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,"BadRequestError: Error code: 400 - {'error': {'message': ""Failed to call a function. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'tool_use_failed', 'failed_generation': ''}}"
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup,False,False,False,"query: expected 'AI', got 'AI news'; missing tool call social_search"
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'robotics news'"
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M05_correction_limit,True,wrong_arg_value,wrong_arg_value,timeline,timeline,False,True,False,"limit: expected 3, got 5"
v0_B_base_groq_20260729T152319841194,v0,v0+pf0c107a9d7a1+tec83d5b07079,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
